Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, ?mho","Future, NA",Month
9/18/1976 1:00,718.04,0.5,175,96,0.367,0.142,0.13,-9,70.7,-9,-9,-9,,9
9/18/1976 13:00,718.54,0.5,167,72.3,0.329,0.142,0.1,-9,71.1,-9,-9,-9,,9
9/19/1976 1:00,719.04,0.5,183,65.5,0.329,0.144,0.13,-9,71.2,-9,-9,-9,,9
9/19/1976 13:00,719.54,0.5,101,72.4,0.33,0.128,0.07,-9,71.6,-9,-9,-9,,9
9/20/1976 1:00,720.04,0.375,113,58.2,0.286,0.112,-9,-9,71.3,-9,-9,-9,,9
9/20/1976 7:00,720.29,0.25,125,48.9,0.283,0.105,0.03,-9,71.9,-9,-9,-9,,9
9/20/1976 13:00,720.54,0.375,131,42.7,0.288,0.148,0.14,-9,68.9,-9,-9,-9,,9
9/21/1976 1:00,721.04,0.5,215,50.9,0.3,0.154,0.09,-9,72.1,-9,-9,-9,,9
9/21/1976 13:00,721.54,0.5,131,52.6,0.292,0.151,0.12,-9,72.3,-9,-9,-9,,9
9/22/1976 1:00,722.04,0.5,183,65.7,0.313,0.143,0.08,-9,70.9,-9,-9,-9,,9
9/22/1976 13:00,722.54,0.5,89,48.2,0.29,0.133,0.04,-9,73.9,-9,-9,-9,,9
9/23/1976 1:00,723.04,0.5,131,46.9,0.284,0.133,0.05,-9,74.4,-9,-9,-9,,9
9/23/1976 13:00,723.54,0.75,89,69.4,0.318,0.145,0.04,-9,75.5,-9,-9,-9,,9
9/24/1976 13:00,724.54,0.75,49,58.3,0.314,0.135,0.04,-9,74.5,-9,-9,-9,,9
9/25/1976 1:00,725.04,0.5,54,58.4,0.307,0.126,0.05,-9,75.7,-9,-9,-9,,9
9/25/1976 13:00,725.54,0.5,41,66.9,0.335,0.116,0.03,-9,75.7,-9,-9,-9,,9
9/26/1976 1:00,726.04,0.5,95,57.3,0.3,0.101,0.03,-9,76.6,-9,-9,-9,,9
9/26/1976 13:00,726.54,0.5,137,97.8,0.367,0.104,0.05,-9,76.8,-9,-9,-9,,9
9/27/1976 1:00,727.04,0.375,143,67.9,0.313,0.11,0.04,-9,76.3,-9,-9,-9,,9
9/27/1976 7:00,727.29,0.25,58,70.9,0.31,0.106,0.04,-9,75.9,-9,-9,-9,,9
9/27/1976 13:00,727.54,0.375,143,97.2,0.38,0.176,0.22,-9,72.2,-9,-9,-9,,9
9/28/1976 1:00,728.04,0.5,183,81.8,0.344,0.173,0.19,-9,71.7,-9,-9,-9,,9
9/28/1976 13:00,728.54,0.5,183,73.6,0.33,0.166,0.18,-9,71.9,-9,-9,-9,,9
9/29/1976 1:00,729.04,0.5,215,51.1,0.285,0.153,0.05,-9,72,-9,-9,-9,,9
9/29/1976 13:00,729.54,0.5,385,70.1,0.307,0.156,0.04,-9,72.1,-9,-9,-9,,9
9/30/1976 1:00,730.04,0.5,543,94.5,0.352,0.15,0.03,-9,73.2,-9,-9,-9,,9
9/30/1976 13:00,730.54,0.5,397,74.4,0.325,0.155,-9,-9,73.4,-9,-9,-9,,9
10/1/1976 1:00,731.04,0.5,315,64.8,0.313,0.143,-9,-9,73.7,-9,-9,-9,,10
10/1/1976 13:00,731.54,0.5,243,65.4,0.302,0.135,-9,-9,74.3,-9,-9,-9,,10
10/2/1976 1:00,732.04,0.5,175,70.9,0.323,0.138,-9,-9,74.6,-9,-9,-9,,10
10/2/1976 13:00,732.54,0.5,151,58.7,0.304,0.142,-9,-9,74.5,-9,-9,-9,,10
10/3/1976 1:00,733.04,0.5,137,59.7,0.306,0.133,-9,-9,74.7,-9,-9,-9,,10
10/3/1976 13:00,733.54,0.5,151,60.6,0.31,0.15,-9,-9,74.8,-9,-9,-9,,10
10/4/1976 1:00,734.04,0.375,137,61.6,0.322,0.136,-9,-9,75,-9,-9,-9,,10
10/4/1976 7:00,734.29,0.25,131,56.8,0.295,0.134,-9,-9,75,-9,-9,-9,,10
10/4/1976 13:00,734.54,0.625,151,43.8,0.269,0.129,0.25,-9,73.5,-9,-9,-9,,10
10/5/1976 13:00,735.54,1,159,74.2,0.33,0.151,0.27,-9,74.3,-9,-9,-9,,10
10/6/1976 13:00,736.54,1,264,68.2,0.372,0.14,0.2,-9,73.9,-9,-9,-9,,10
10/7/1976 13:00,737.54,1,284,91.6,0.363,0.11,0.25,-9,74.8,-9,-9,-9,,10
10/8/1976 13:00,738.54,1,233,67.3,0.33,0.116,0.13,-9,73.5,-9,-9,-9,,10
10/9/1976 13:00,739.54,1,397,50.2,0.29,0.094,0.06,-9,72,-9,-9,-9,,10
10/10/1976 13:00,740.54,0.875,361,60.7,0.313,0.091,0.08,-9,72.4,-9,-9,-9,,10
10/11/1976 7:00,741.29,0.5,294,60.1,0.307,0.1,0.02,-9,73.1,-9,-9,-9,,10
10/11/1976 13:00,741.54,0.625,294,48.9,0.299,0.126,0.17,-9,74.7,-9,-9,-9,,10
10/12/1976 13:00,742.54,1,254,57.4,0.311,0.1,0.14,-9,74.3,-9,-9,-9,,10
10/13/1976 13:00,743.54,1,215,42.7,0.271,0.068,0.02,-9,72.9,-9,-9,-9,,10
10/14/1976 13:00,744.54,1,79,39.4,0.27,0.057,0.01,-9,73.2,-9,-9,-9,,10
10/15/1976 13:00,745.54,1,159,48.4,0.269,0.048,0.01,-9,73.9,-9,-9,-9,,10
10/16/1976 13:00,746.54,1,54,38.8,0.235,0.02,0.01,-9,74.7,-9,-9,-9,,10
10/17/1976 13:00,747.54,0.875,66,27.6,0.222,0.03,0.01,-9,75.6,-9,-9,-9,,10
10/18/1976 7:00,748.29,0.5,101,31.7,0.239,0.035,0.01,-9,75.3,-9,-9,-9,,10
10/18/1976 13:00,748.54,0.625,101,28.8,0.204,0.065,-9,-9,72.9,-9,-9,-9,,10
10/19/1976 13:00,749.54,1,62,28.8,0.225,0.074,-9,-9,72.9,-9,-9,-9,,10
10/20/1976 13:00,750.54,1,501,104,0.371,0.072,0.02,-9,72.7,-9,-9,-9,,10
10/21/1976 13:00,751.54,0.625,473,308,0.325,0.05,-9,-9,71.9,-9,-9,-9,,10
10/21/1976 19:00,751.79,0.25,586,105,0.36,0.039,0.01,-9,72.7,-9,-9,-9,,10
10/22/1976 1:00,752.04,0.25,473,99.2,0.33,0.05,-9,-9,70.9,-9,-9,-9,,10
10/22/1976 7:00,752.29,0.25,243,87.7,0.318,0.047,-9,-9,71.9,-9,-9,-9,,10
10/22/1976 13:00,752.54,0.75,167,63.8,0.285,0.044,-9,-9,72.2,-9,-9,-9,,10
10/23/1976 19:00,753.79,1,49,39.2,0.235,0.04,-9,-9,72.3,-9,-9,-9,,10
10/24/1976 13:00,754.54,0.75,191,41.1,0.235,0.044,-9,-9,72.1,-9,-9,-9,,10
10/25/1976 7:00,755.29,0.5,143,54.7,0.243,0.041,-9,-9,72,-9,-9,-9,,10
10/25/1976 13:00,755.54,0.625,199,37.9,0.236,0.05,0.01,-9,72,-9,-9,-9,,10
10/26/1976 13:00,756.54,1,199,30.3,0.199,0.031,0.01,-9,72.5,-9,-9,-9,,10
10/27/1976 13:00,757.54,1,589.4,21.7,0.184,0.014,0.03,-9,73.1,-9,-9,-9,,10
10/28/1976 13:00,758.54,1,2753,27.4,0.211,0.03,0.05,-9,72.3,-9,-9,-9,,10
10/29/1976 13:00,759.54,1,586,24.5,0.224,0.038,0.3,-9,71.6,-9,-9,-9,,10
10/30/1976 13:00,760.54,1,254,22.4,0.238,0.052,0.35,-9,74,-9,-9,-9,,10
10/31/1976 13:00,761.54,0.875,325,26.8,0.239,0.047,0.35,-9,73.1,-9,-9,-9,,10
11/1/1976 7:00,762.29,0.5,143,28.8,0.233,0.05,0.36,-9,72.9,-9,-9,-9,,11
11/1/1976 13:00,762.54,0.625,215,16.9,0.282,0.129,0.38,-9,71,-9,-9,-9,,11
11/2/1976 13:00,763.54,1,243,31.3,0.261,0.089,0.41,-9,72.7,-9,-9,-9,,11
11/3/1976 13:00,764.54,1,199,22,0.252,0.101,0.44,-9,73.3,-9,-9,-9,,11
11/4/1976 13:00,765.54,1,131,19.8,0.256,0.065,0.43,-9,72.3,-9,-9,-9,,11
11/5/1976 13:00,766.54,1,175,16.8,0.217,0.052,0.43,-9,72.2,-9,-9,-9,,11
11/6/1976 13:00,767.54,1,199,13.2,0.214,0.05,0.46,-9,71.2,-9,-9,-9,,11
11/7/1976 13:00,768.54,0.875,41,13.3,0.205,0.039,0.47,-9,72,-9,-9,-9,,11
11/8/1976 7:00,769.29,0.5,183,17,0.199,0.031,0.44,-9,72.1,-9,-9,-9,,11
11/8/1976 13:00,769.54,0.625,125,16.2,0.197,0.057,0.43,-9,73.9,-9,-9,-9,,11
11/9/1976 13:00,770.54,1.125,107,24.3,0.202,0.04,0.44,-9,74.6,-9,-9,-9,,11
11/10/1976 19:00,771.79,1.125,113,23.9,0.214,0.041,0.45,-9,79.5,-9,-9,-9,,11
11/11/1976 19:00,772.79,1,95,17.8,0.132,0.019,0.46,-9,73.9,-9,-9,-9,,11
11/12/1976 19:00,773.79,1,137,19.7,0.187,0.024,0.43,-9,72.9,-9,-9,-9,,11
11/13/1976 19:00,774.79,1,183,16.8,0.176,0.025,0.45,-9,72.7,-9,-9,-9,,11
11/14/1976 19:00,775.79,0.75,74,21,0.184,0.023,0.44,-9,73.4,-9,-9,-9,,11
11/15/1976 7:00,776.29,0.375,95,16.4,0.167,0.021,0.46,-9,73.7,-9,-9,-9,,11
11/15/1976 13:00,776.54,0.625,41,10.9,0.188,0.044,0.44,-9,67.8,-9,-9,-9,,11
11/16/1976 13:00,777.54,1,113,9.6,0.182,0.034,0.42,-9,69.4,-9,-9,-9,,11
11/17/1976 13:00,778.54,1,113,11.8,0.185,0.039,0.45,-9,71.1,-9,-9,-9,,11
11/18/1976 13:00,779.54,1,1023,12.7,0.174,0.021,0.51,-9,71.3,-9,-9,-9,,11
11/19/1976 13:00,780.54,1,409,19.4,0.204,0.031,0.83,-9,75.9,-9,-9,-9,,11
11/20/1976 13:00,781.54,1,183,16.9,0.199,0.015,1.04,-9,80.1,-9,-9,-9,,11
11/21/1976 13:00,782.54,0.875,83,14.7,0.173,0.009,1.17,-9,81.5,-9,-9,-9,,11
11/22/1976 7:00,783.29,0.5,233,15.3,0.157,0.006,1.2,-9,82.4,-9,-9,-9,,11
11/22/1976 13:00,783.54,0.625,191,11.6,0.163,0.042,1.45,-9,84.7,-9,-9,-9,,11
11/23/1976 13:00,784.54,1,151,11,0.175,0.085,1.18,-9,84.8,-9,-9,-9,,11
11/24/1976 13:00,785.54,1,70,13,0.174,0.016,1.17,-9,83.7,-9,-9,-9,,11
11/25/1976 13:00,786.54,1,95,15.6,0.185,0.06,1.13,-9,83.4,-9,-9,-9,,11
11/26/1976 13:00,787.54,1,199,24.8,0.191,0.008,1.18,-9,83.6,-9,-9,-9,,11
11/27/1976 13:00,788.54,1,143,22.2,0.188,0.005,1.14,-9,82.5,-9,-9,-9,,11
11/28/1976 13:00,789.54,0.875,41,21.2,0.192,0.009,1.08,-9,80,-9,-9,-9,,11
11/29/1976 7:00,790.29,0.625,101,22.2,0.184,0.005,1.05,-9,80,-9,-9,-9,,11
11/29/1976 19:00,790.79,0.625,325,23.6,0.225,0.037,0.97,2.23,74.8,-9,-9,-9,,11
11/30/1976 13:00,791.54,0.875,385,41.4,0.278,0.032,1.13,2.5,77.6,-9,-9,-9,,11
12/1/1976 13:00,792.54,1,107,30.9,0.24,0.021,1.09,2.45,76.7,-9,-9,-9,,12
12/2/1976 13:00,793.54,1,572,29.2,0.22,0.001,1.06,2.27,78.5,-9,-9,-9,,12
12/3/1976 13:00,794.54,1,325,22.9,0.207,0.003,1.06,2.11,77.6,-9,-9,-9,,12
12/4/1976 13:00,795.54,1,459,24.2,0.217,0.005,1.03,2.23,75.5,-9,-9,-9,,12
12/5/1976 13:00,796.54,0.875,487,22.7,0.217,0.011,1.09,2.33,77.9,-9,-9,-9,,12
12/6/1976 7:00,797.29,0.625,325,21.7,0.219,0.012,1.12,2.19,77.9,-9,-9,-9,,12
12/6/1976 19:00,797.79,0.625,325,24.3,0.224,0.048,0.71,2.32,76.6,-9,-9,-9,,12
12/7/1976 13:00,798.54,0.875,602,13.3,0.207,0.059,0.96,2.31,75.3,-9,-9,-9,,12
12/8/1976 13:00,799.54,1,487,13.1,0.203,0.048,0.98,1.89,74.7,-9,-9,-9,,12
12/9/1976 13:00,800.54,1,473,17.5,0.213,0.051,0.97,1.94,71.7,-9,-9,-9,,12
12/10/1976 13:00,801.54,1,421,14.4,0.204,0.032,0.94,3.16,69.2,-9,-9,-9,,12
12/11/1976 13:00,802.54,1,543,13,0.203,0.026,0.98,1.99,72.8,-9,-9,-9,,12
12/12/1976 13:00,803.54,0.875,325,14.4,0.21,0.029,0.96,2.43,71.1,-9,-9,-9,,12
12/13/1976 7:00,804.29,0.5,294,15.8,0.216,0.031,0.92,1.73,70.2,-9,-9,-9,,12
12/13/1976 13:00,804.54,0.625,459,9.6,0.167,0.098,1.31,2.08,52.1,-9,-9,-9,,12
12/14/1976 13:00,805.54,1,473,11.3,0.168,0.089,1.15,1.83,76.3,-9,-9,-9,,12
12/15/1976 13:00,806.54,1,361,10.7,0.186,0.078,1.11,1.88,76.3,-9,-9,-9,,12
12/16/1976 13:00,807.54,1,159,12.3,0.181,0.051,0.89,1.97,56.6,-9,-9,-9,,12
12/17/1976 13:00,808.54,1,101,16.2,0.211,0.062,1.07,2.42,74.8,-9,-9,-9,,12
12/18/1976 13:00,809.54,1,79,16.8,0.228,0.059,1.07,2.18,75.6,-9,-9,-9,,12
12/19/1976 13:00,810.54,0.875,79,17.7,0.241,0.056,1.07,2.22,76.3,-9,-9,-9,,12
12/20/1976 7:00,811.29,0.5,113,18.3,0.252,0.049,1.05,2.27,76.9,-9,-9,-9,,12
12/20/1976 13:00,811.54,0.625,125,10.1,0.235,0.098,1.13,2.13,77.9,-9,-9,-9,,12
12/21/1976 13:00,812.54,1,191,12.2,0.239,0.102,1.17,2.57,79.9,-9,-9,-9,,12
12/22/1976 13:00,813.54,1,1230,12.5,0.226,0.096,1.33,2.27,80.6,-9,-9,-9,,12
12/23/1976 13:00,814.54,1,844,11.4,0.237,0.08,1.45,2.33,80.8,-9,-9,-9,,12
12/24/1976 13:00,815.54,1,1044,10.4,0.228,0.081,1.58,2.16,82,-9,-9,-9,,12
12/25/1976 13:00,816.54,1,635,10,0.234,0.07,1.74,2.14,82.8,-9,-9,-9,,12
12/26/1976 13:00,817.54,0.875,473,10,0.226,0.069,1.92,2.04,85.7,-9,-9,-9,,12
12/27/1976 7:00,818.29,0.5,1373,10.7,0.229,0.07,1.98,2.02,86.1,-9,-9,-9,,12
12/27/1976 13:00,818.54,0.625,1395,7,0.217,0.105,2.1,2.67,87.3,-9,-9,-9,,12
12/28/1976 13:00,819.54,1,1271,20.1,0.294,0.105,2.25,1.86,87.3,-9,-9,-9,,12
12/29/1976 13:00,820.54,1,938,6.5,0.252,0.137,2.23,1.99,85.3,-9,-9,-9,,12
12/30/1976 13:00,821.54,1,806,6.3,0.251,0.135,2.19,2.08,84.6,-9,-9,-9,,12
12/31/1976 13:00,822.54,1,825,5.8,0.243,0.121,2.23,1.69,85.5,-9,-9,-9,,12
1/1/1977 13:00,823.54,1,668,6.2,0.26,0.137,2.18,3.39,84,-9,-9,-9,,1
1/2/1977 13:00,824.54,0.875,617.5,7.3,0.255,0.13,2.19,2.14,84.3,-9,-9,-9,,1
1/3/1977 7:00,825.29,0.5,572.5,7,0.272,0.176,2.18,1.93,84.6,-9,-9,-9,,1
1/3/1977 13:00,825.54,0.625,557.5,7.8,0.29,0.178,2.18,-9,81.6,-9,-9,-9,,1
1/4/1977 13:00,826.54,1,498.4,4.6,0.25,0.176,2.02,-9,79.7,-9,-9,-9,,1
1/5/1977 13:00,827.54,1,458.8,4.2,0.262,0.178,1.98,-9,79.8,-9,-9,-9,,1
1/6/1977 13:00,828.54,1,428.8,3.8,0.256,0.187,1.92,-9,79.5,-9,-9,-9,,1
1/7/1977 13:00,829.54,1,398.8,2.2,0.301,0.193,1.81,-9,78.3,-9,-9,-9,,1
1/8/1977 13:00,830.54,1,368.8,3.8,0.362,0.2,1.76,-9,79.1,-9,-9,-9,,1
1/9/1977 13:00,831.54,0.875,339.2,3.1,0.288,0.201,1.68,-9,79.1,-9,-9,-9,,1
1/10/1977 7:00,832.29,1,324.2,2.8,0.29,0.211,1.65,-9,79.9,-9,-9,-9,,1
1/17/1977 13:00,839.54,1,259.6,5.3,0.34,0.246,1.51,-9,82.5,-9,-9,-9,,1
1/18/1977 13:00,840.54,1,249.6,3.9,0.314,0.26,1.66,-9,84.3,-9,-9,-9,,1
1/19/1977 13:00,841.54,1,240,5.2,0.314,0.257,1.65,-9,84.3,-9,-9,-9,,1
1/20/1977 13:00,842.54,1,239.6,4.5,0.313,0.254,1.7,-9,86.3,-9,-9,-9,,1
1/21/1977 13:00,843.54,1,230,5.2,0.312,0.254,1.71,-9,86.9,-9,-9,-9,,1
1/22/1977 13:00,844.54,1,230,4.2,0.296,0.234,1.71,-9,86.1,-9,-9,-9,,1
1/23/1977 13:00,845.54,0.875,230,4.6,0.283,0.22,1.67,-9,85.3,-9,-9,-9,,1
1/24/1977 7:00,846.29,0.5,230,4.7,0.275,0.216,1.68,-9,85.3,-9,-9,-9,,1
1/24/1977 13:00,846.54,0.625,230,3.6,0.271,0.242,1.7,-9,84.2,-9,-9,-9,,1
1/25/1977 13:00,847.54,1,230,3,0.269,0.227,1.76,-9,86.1,-9,-9,-9,,1
1/26/1977 13:00,848.54,1,230,3.4,0.276,0.239,1.74,-9,85.9,-9,-9,-9,,1
1/27/1977 13:00,849.54,1,229.6,3.8,0.29,0.239,1.73,-9,86.4,-9,-9,-9,,1
1/28/1977 13:00,850.54,1,220,4.1,0.303,0.251,1.72,-9,87.4,-9,-9,-9,,1
1/29/1977 13:00,851.54,1,220.4,5.7,0.315,0.272,1.72,-9,88.8,-9,-9,-9,,1
1/30/1977 13:00,852.54,0.875,230,3.8,0.325,0.277,1.75,-9,91.9,-9,-9,-9,,1
1/31/1977 7:00,853.29,1.5,230,6.2,0.345,0.286,1.77,-9,93.9,-9,-9,-9,,1
2/2/1977 13:00,855.54,1.625,219.6,3.5,0.456,-9,1.72,-9,97.2,-9,-9,-9,,2
2/3/1977 13:00,856.54,1,210,4.2,0.414,0.318,1.75,-9,97.7,-9,-9,-9,,2
2/4/1977 13:00,857.54,1,209.6,3,0.419,0.333,1.73,-9,98.1,-9,-9,-9,,2
2/5/1977 13:00,858.54,1,200,4,0.424,0.335,1.65,-9,97.7,-9,-9,-9,,2
2/6/1977 13:00,859.54,1,200,3.9,0.433,0.336,1.57,-9,97.3,-9,-9,-9,,2
2/7/1977 13:00,860.54,1.125,200,6.8,0.43,0.346,1.55,-9,110,-9,-9,-9,,2
2/8/1977 19:00,861.79,1,202.9,7.2,0.421,0.358,1.53,-9,110,-9,-9,-9,,2
2/9/1977 13:00,862.54,0.875,210.8,6.5,0.438,0.358,1.58,-9,111,-9,-9,-9,,2
2/10/1977 13:00,863.54,1,234.9,6.3,0.448,0.372,1.58,-9,111,-9,-9,-9,,2
2/11/1977 13:00,864.54,1,368.5,4.6,0.454,0.378,1.62,-9,112,-9,-9,-9,,2
2/12/1977 13:00,865.54,1,824.6,3.9,0.471,0.399,1.65,-9,112,-9,-9,-9,,2
2/13/1977 13:00,866.54,0.875,1412.3,5.4,0.489,0.409,1.68,-9,112,-9,-9,-9,,2
2/14/1977 7:00,867.29,0.5,1637.3,5.4,0.494,0.419,1.66,-9,111,-9,-9,-9,,2
2/14/1977 13:00,867.54,0.625,1691.8,3.8,0.507,-9,-9,-9,-9,-9,-9,-9,,2
2/15/1977 13:00,868.54,1,1491.8,2.6,0.564,-9,-9,-9,-9,-9,-9,-9,,2
2/16/1977 13:00,869.54,1,1291.8,11.3,0.609,-9,-9,-9,-9,-9,-9,-9,,2
2/17/1977 13:00,870.54,1,1095.9,6.7,0.632,-9,-9,-9,-9,-9,-9,-9,,2
2/18/1977 13:00,871.54,1,996.7,4.3,0.659,-9,-9,-9,-9,-9,-9,-9,,2
2/19/1977 13:00,872.54,1,918.4,3.9,0.675,-9,-9,-9,-9,-9,-9,-9,,2
2/20/1977 13:00,873.54,0.875,879.2,2.6,0.688,-9,-9,-9,-9,-9,-9,-9,,2
2/21/1977 7:00,874.29,1,864.2,4.7,0.762,-9,-9,-9,-9,-9,-9,-9,,2
2/28/1977 13:00,881.54,0.5,11123,131,0.752,0.295,3.02,4.1,71.3,-9,-9,-9,,2
3/1/1977 13:00,882.54,1,13918,120,0.536,0.207,3.96,2.25,54.3,-9,-9,-9,,3
3/2/1977 13:00,883.54,1,11897.5,135,0.504,0.172,4.69,2.45,50.4,-9,-9,-9,,3
3/3/1977 13:00,884.54,0.875,9643.6,78.2,0.399,0.137,5.48,2.02,46.5,-9,-9,-9,,3
3/4/1977 7:00,885.29,0.5,12268.6,147,0.465,0.139,5.12,2.18,45.4,-9,-9,-9,,3
3/4/1977 13:00,885.54,0.25,13566,166,0.488,0.141,5.08,2.35,45.5,-9,-9,-9,,3
3/4/1977 19:00,885.79,0.25,17016,355,0.719,0.129,5.38,3.19,43.1,-9,-9,-9,,3
3/5/1977 1:00,886.04,0.25,20466,459,0.885,0.129,5.22,2.06,42.1,-9,-9,-9,,3
3/5/1977 7:00,886.29,0.25,23916,475,0.851,0.127,5.33,1.87,40.3,-9,-9,-9,,3
3/5/1977 13:00,886.54,0.25,27107.6,597,1.128,0.112,5.41,2.91,37.9,-9,-9,-9,,3
3/5/1977 19:00,886.79,0.25,28982.6,814,1.134,0.096,5.74,3.3,36.8,-9,-9,-9,,3
3/6/1977 1:00,887.04,0.25,30857.6,915,1.551,0.095,5.8,3.3,35.3,-9,-9,-9,,3
3/6/1977 7:00,887.29,0.25,32732.6,779,1.213,0.097,6.2,3.64,35.4,-9,-9,-9,,3
3/6/1977 13:00,887.54,0.25,33943.2,1131,1.67,0.091,6.15,5.22,36.8,-9,-9,-9,,3
3/6/1977 19:00,887.79,0.25,31768.2,932,1.498,0.09,6.1,4.62,38.3,-9,-9,-9,,3
3/7/1977 1:00,888.04,0.25,29593.2,873,1.433,0.101,6.55,3.41,38.9,-9,-9,-9,,3
3/7/1977 7:00,888.29,0.25,27418.2,572,0.992,0.107,6.75,2.73,39.2,-9,-9,-9,,3
3/7/1977 13:00,888.54,0.25,25312.9,405,0.852,0.098,6.92,2.92,38.6,-9,-9,-9,,3
3/7/1977 19:00,888.79,0.25,23562.9,390,0.825,0.108,7.07,3.05,38.9,-9,-9,-9,,3
3/8/1977 1:00,889.04,0.25,21812.9,328,0.735,0.109,7.23,2.38,39.4,-9,-9,-9,,3
3/8/1977 7:00,889.29,0.25,20062.9,270,0.653,0.112,7.34,2.67,39.9,-9,-9,-9,,3
3/8/1977 13:00,889.54,0.25,18419.5,249,0.587,0.108,7.4,0.81,41,-9,-9,-9,,3
3/8/1977 19:00,889.79,0.25,17319.5,241,0.548,0.097,7.23,2.74,42,-9,-9,-9,,3
3/9/1977 1:00,890.04,0.25,16219.5,240,0.526,0.092,7.24,2.83,42.3,-9,-9,-9,,3
3/9/1977 7:00,890.29,0.25,15119.5,164,0.458,0.089,7.23,2.54,42.3,-9,-9,-9,,3
3/9/1977 13:00,890.54,0.25,14044.1,214,0.454,0.081,6.9,1.53,38.7,-9,-9,-9,,3
3/9/1977 19:00,890.79,0.25,13094.1,208,0.405,0.093,7.5,1.84,41.6,-9,-9,-9,,3
3/10/1977 1:00,891.04,0.25,12144.1,147,0.39,0.096,7.6,2.04,42.2,-9,-9,-9,,3
3/10/1977 7:00,891.29,0.25,11194.1,94.8,0.344,0.092,7.7,1.71,42.6,-9,-9,-9,,3
3/10/1977 13:00,891.54,0.25,10391.8,93.9,0.327,0.083,7.7,1.79,42.8,-9,-9,-9,,3
3/10/1977 19:00,891.79,0.25,10341.8,115,0.321,0.089,7.59,0.87,42.4,-9,-9,-9,,3
3/11/1977 1:00,892.04,0.25,10291.8,98.3,0.33,0.09,7.44,1.66,42.3,-9,-9,-9,,3
3/11/1977 7:00,892.29,0.25,10241.8,82.1,0.308,0.094,7,1.68,41.5,-9,-9,-9,,3
3/11/1977 13:00,892.54,0.25,10157.8,56.7,0.3,0.087,6.74,1.41,41.2,-9,-9,-9,,3
3/11/1977 19:00,892.79,0.25,9900.3,71.2,0.308,0.086,6.53,2.08,41.1,-9,-9,-9,,3
3/12/1977 1:00,893.04,0.25,9642.8,75.1,0.308,0.079,6.58,1.43,41.3,-9,-9,-9,,3
3/12/1977 7:00,893.29,0.25,9385.3,67.6,0.29,0.083,6.69,1.72,41.8,-9,-9,-9,,3
3/12/1977 13:00,893.54,0.25,9136,78.2,0.302,0.089,7.09,1.59,42.5,-9,-9,-9,,3
3/12/1977 19:00,893.79,0.25,8928.5,85.8,0.309,0.088,7.01,1.75,42.5,-9,-9,-9,,3
3/13/1977 1:00,894.04,0.25,8721,127,0.356,0.091,7.23,1.83,42.9,-9,-9,-9,,3
3/13/1977 7:00,894.29,0.25,8513.5,1.2,0.328,0.076,7.26,1.96,45.9,-9,-9,-9,,3
3/13/1977 13:00,894.54,0.25,8293.2,68.8,0.284,0.072,7.33,1.53,47.6,-9,-9,-9,,3
3/13/1977 19:00,894.79,0.25,8008.2,78.4,0.279,0.077,7.51,1.66,47,-9,-9,-9,,3
3/14/1977 1:00,895.04,0.25,7723.2,82.2,0.281,0.075,7.72,1.56,46.9,-9,-9,-9,,3
3/14/1977 7:00,895.29,0.25,7438.2,65.5,0.268,0.077,7.85,1.72,47.3,-9,-9,-9,,3
3/14/1977 13:00,895.54,0.625,7169.7,59.2,0.247,0.069,7.69,-9,45.7,-9,-9,-9,,3
3/15/1977 13:00,896.54,1,6428,58.1,0.235,0.073,7.23,-9,45.7,-9,-9,-9,,3
3/16/1977 13:00,897.54,1,5631.2,100,0.278,0.07,6.67,-9,46.6,-9,-9,-9,,3
3/17/1977 13:00,898.54,1,4496.6,86.5,0.272,0.062,6.54,-9,50,-9,-9,-9,,3
3/18/1977 13:00,899.54,1,4984.3,50.4,0.214,0.056,6.66,-9,50.3,-9,-9,-9,,3
3/19/1977 13:00,900.54,0.625,13095.3,182,0.326,0.054,8.82,-9,49.1,-9,-9,-9,,3
3/19/1977 19:00,900.79,0.25,14895.3,158,0.309,0.062,8.78,-9,49.6,-9,-9,-9,,3
3/20/1977 1:00,901.04,0.25,16695.3,166,0.331,0.061,7.95,-9,50.2,-9,-9,-9,,3
3/20/1977 7:00,901.29,0.25,18495.3,181,0.4,0.087,8.06,-9,53.9,-9,-9,-9,,3
3/20/1977 13:00,901.54,0.25,19848.2,202,0.45,0.055,8.54,-9,49.5,-9,-9,-9,,3
3/20/1977 19:00,901.79,0.25,18923.2,257,0.541,0.075,9.73,-9,48.4,-9,-9,-9,,3
3/21/1977 1:00,902.04,0.25,17998.2,183,0.422,0.067,9.81,-9,48.9,-9,-9,-9,,3
3/21/1977 7:00,902.29,0.25,17073.2,250,0.497,0.065,9.92,-9,49.7,-9,-9,-9,,3
3/21/1977 13:00,902.54,0.25,16177,178,0.419,0.075,9.9,2.06,43.6,-9,-9,-9,,3
3/21/1977 19:00,902.79,0.25,15427,118,0.37,0.068,10.1,1.59,43.8,-9,-9,-9,,3
3/22/1977 1:00,903.04,0.25,14677,234,0.361,0.074,10,-9,43.6,-9,-9,-9,,3
